doc_id,schema,dokument_art,dokument_typ,institution,aktenzeichen,datum,fundstelle,vorinstanz,norm_vorinstanz_aktenzeichen,norm_kuerzel,titel,leitsatz,gruende,rthema,quelle
1590043,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-234/13,2014-05-07,MDR-2014-0704; ZIP-2014-0049; NJW-2014-2496; NZM-2014-0551,AG; LG,Bonn-vom-21/11; 201-C-361/12; Bonn-vom-25/07,BGB:280/1; BGB:307; BGB:551/1; BGB:551/3/3; BGB:551/4,"Unzulässigkeit der Verwertung einer Mietkaution
während des laufenden Mietverhältnisses bei streitigen Forderungen des Vermieters",Während des laufenden Mietverhältnisses darf der Vermieter eine Mietsicherheit wegen streitiger Forderungen gegen den Mieter nicht verwerten.,,Schadensersatz; SchuldrechtAT; Miete Pacht,Deubner
0962207,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VI-ZR-33/09,2010-01-19,MDR-2010-0440; NJW-2010-1072; VersR-2010-0392,"LG Gera vom 7.1.2009,; AG Rudolstadt vom 15.11.2007,",1-S-485/07; 1-C-705/06,BGB:823/1; ZPO:286/1/1,"Voraussetzungen eines Anscheinsbeweises bei der Feststellung
von Brandursachen","Zu den Voraussetzungen eines Anscheinsbeweises bei der Feststellung
von Brandursachen (hier: Brand einer Scheune nach dem Hantieren
mit einem Feuerzeug).",,Schadensersatz; Zivilverfahrensrecht,Deubner
1540712,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IV-ZR-230/05,2006-05-17,BGHReport-2006-1162; MDR-2007-0090; NJW-RR-2006-1178; VersR-2006-1061,OLG Köln -; LG Köln -,5-U-93/03; 23-O-334/02,VVG:12/3; BB-BUZ:6,Setzung der Klagefrist durch den Versicherer vor Anrufung des Ärzteausschusses in der Berufsunfähigkeits-Zusatzversicherung,"Sehen die Bedingungen für die Berufsunfähigkeits-Zusatzversicherung die Anrufung eines Ärzteausschusses im Einverständnis beider Seiten vor, kann der Versicherer, der eine Leistung ablehnt, nicht zugleich die Frist des § 12 Abs. 3 VVG für eine gerichtliche Geltendmachung von Ansprüchen wirksam setzen, wenn er dabei nicht ausdrücklich klarstellt, dass er sich gegen ein Verfahren vor dem Ärzteausschuss entschieden hat.",,Versicherungsrecht,Deubner
1665264,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-86/16,2017-10-18,BB-2017-2945; BB-2018-1423; MDR-2018-0331; NJW-2018-0291; VersR-2018-1265; WM-2018-1806; ZIP-2017-2363; BGHZ-0216-0193,"LG; OLG Köln vom 24.03.2016,",Bonn-vom-03/04; 14-O-1/13,BGB:278; BGB:280/2; BGB:284; BGB:305c; BGB:307/1/1; BGB:307/2/1; BGB:434; BGB:437/3; BGB:439/2; BGB:478/2,Inhaltskontrolle einer formularmäßig verwendeten Klausel durch den Käufer in einer Qualitätssicherungsvereinbarung zwischen Unternehmern; Verschiebung der Gewährleistungshaftung grundlegend zu Lasten des Verkäufers; Ausschluss eines Mitverschuldens- oder Mitverursachungseinwands gegenüber dem Verkäufer hinsichtlich Entstehung und Höhe des Mehraufwands; Abweichung von den Regelungen des gesetzlichen Kaufgewährleistungsrechts ohne sachlichen Grund; Ermittlung des Bedeutungsgehalts der Klausel hinsichtlich des von ihr erfassten und dem jeweiligen Verkäufer als von ihm zu tragenden zugewiesenen Mehraufwandes,"ZPO § 304; a) Die in einer Qualitätssicherungsvereinbarung zwischen Unternehmern vom Käufer formularmäßig verwendete Klausel; Mehraufwand bei dem AG, der aus Mängeln von Liefergegenständen entsteht, geht in angefallener Höhe zu Lasten des AN. Der Mehraufwand ist dem AN durch den AG nachzuweisen.; hält einer Inhaltskontrolle nach § 307 Abs. 1 Satz 1 BGB in Verbindung mit § 307 Abs. 2 Nr. 1 BGB nicht stand, weil sie ohne sachlichen Grund von den Regelungen des gesetzlichen Kaufgewährleistungsrechts in einer Weise abweicht, die mit wesentlichen Grundgedanken dieser gesetzlichen Regelungen nicht zu vereinbaren ist.; b) Soweit der danach ersatzpflichtig gestellte Mehraufwand jedenfalls bei kundenfeindlichster Auslegung allein an eine mangelbedingte Verursachung anknüpft, erfasst die Klausel in weitgehendem Umfang auch Aufwandspositionen, die - wenn überhaupt - nach der gesetzlichen Gewährleistungskonzeption nur von einer verschuldensabhängigen Schadens- oder Aufwendungsersatzhaftung gedeckt wären, und verschiebt dadurch eine Gewährleistungshaftung grundlegend zu Lasten des Verkäufers.; c) Soweit eine Erstattungspflicht darin ferner nicht auf Aufwendungen beschränkt ist, deren Anfall unter Berücksichtigung der beiderseitigen Interessen nach objektiven Maßstäben billigerweise notwendig und angemessen war, wird ein etwa in §§ 284, 439 Abs. 2 BGB als Ausdruck eines grundlegenden Gebotes der Gerechtigkeit angelegtes Erfordernis missachtet, wonach ein Käufer im Falle einer mangelhaften Lieferung nicht mit jedem nach dem Belieben oder den subjektiven Zweckmäßigkeitserwägungen des Käufers verursachten oder zur Beseitigung oder Milderung der Mangelfolgen veranlassten (Mehr-)Aufwand belastet werden darf.; d) Zudem schneidet die Klausel jedenfalls bei kundenfeindlichster Auslegung dem Verkäufer hinsichtlich Entstehung und Höhe des Mehraufwands auch einen Mitverschuldens- oder Mitverursachungseinwand ab.",,SchuldrechtAT; Schadensersatz; Kauf Tausch Leasing,Deubner
1557508,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VII-ZR-255/08,2009-09-10,NJW-2010-0527,"OLG Stuttgart vom 24.11.2008,; LG Stuttgart vom 23.05.2008,",34-O-17/08,BGB:313/1; BGB:313/2,Mehrvergütungsanspruch eines Bauunternehmers wegen Verschiebung der Bauzeit infolge einer Zuschlagsverzögerung; Auslegung der Ankündigung von verzögerungsbedingten Mehrvergütungsansprüchen eines Bieters in einem vergaberechtlichen Verhandlungsverfahren,"Belässt es der Bieter in einem vergaberechtlichen Verhandlungsverfahren nach § 3 b Nr. 1 c) VOB/A im Rahmen von Verhandlungen mit dem Auftraggeber über die durch eine Zuschlagsverzögerung bedingte Anpassung seines Angebots hinsichtlich der Bauzeit bei der Ankündigung von verzögerungsbedingten Mehrvergütungsansprüchen, so ist eine tatrichterliche Auslegung nicht zu beanstanden, die darin lediglich den Vorbehalt der Durchsetzung möglicher vertraglicher Ansprüche, nicht jedoch eine Abstandnahme von dem abgegebenen Angebot sieht.; Vertragliche Ansprüche können bei einer solchen Auslegung ausgeschlossen sein, wenn der Bieter die bestehende Möglichkeit nicht genutzt hat, den Abschluss des Vertrages von einer Anpassung des Preises für die durch die Bauzeitverschiebung entstandenen Mehrkosten abhängig zu machen.",,SchuldrechtAT,Deubner
1582321,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IV-ZR-28/12,2012-09-12,MDR-2012-1341; NZS-2012-0005,"AG München vom 13.12.2010,; LG München",233-C-20697/10; I-vom-12/01; 6-S-742/11,VVG:204/1/1/1,Zulässigkeit eines Leistungsausschlusses gem. § 204 Abs. 1 S. 1 Nr. 1 2. Hs. VVG nach Wechsel des Versicherungsnehmers von einem Tarif mit absolutem jährlichem Selbstbehalt in einen neuen Tarif mit behandlungsbezogenem Selbstbehalt,"Macht der Versicherungsnehmer einer privaten Krankenversicherung von seinem Recht Gebrauch, innerhalb eines bestehenden Versicherungsverhältnisses von dem bisherigen Tarif (""Herkunftstarif"") mit einem absoluten jährlichen Selbstbehalt in einen neuen Tarif (""Zieltarif"") mit behandlungsbezogenem Selbstbehalt zu wechseln, kann der Versicherer gemäß § 204 Abs. 1 Satz 1 Nr. 1 Halbsatz 2 VVG einen Leistungsausschluss nur verlangen, soweit der behandlungsbezogene Selbstbehalt den absoluten Selbstbehalt nicht ausschöpft. Der kumulative Ansatz sowohl des absoluten als auch des behandlungsbezogenen Selbstbehalts ist unzulässig.",,Versicherungsrecht,Deubner
1520780,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,III-ZR-207/01,2002-07-25,MDR-2003-0032; NZA-2002-1040; WM-2003-0837; ZIP-2002-1593,OLG Oldenburg; LG Osnabrück,,KSchG:14; BGB:620,Zulässigkeit der Befristung des Anstellungsvertrags des Hauptgeschäftsführers einer Handwerkskammer,"Der zum ständigen Vertreter des Hauptgeschäftsführers bestellte Geschäftsführer einer Handwerkskammer ist Organvertreter im Sinne des § 14 Abs. 1 Nr. 1 KSchG. Eine Befristung seines Anstellungsvertrags war daher, ohne Rücksicht darauf, ob ein Arbeitsverhältnis vorlag, jedenfalls vor dem Inkrafttreten des Gesetzes über Teilzeitarbeit und befristete Arbeitsverträge und zur Änderung und Aufhebung arbeitsrechtlicher Bestimmungen vom 21. Dezember 2000 (BGBl. I S. 1966 ) zulässig.",,Schuldverhältnisse,Deubner
1572978,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VI-ZR-191/10,2011-06-28,,"AG Bad Berleburg vom 25.11.2009,; LG Siegen vom 14.06.2010,",1-C-259/08; 3-S-126/09,StVG:7; BGB:249/2; BGB:823; FSHG:41/2/1/3,"Abtretung öffentlich-rechtlicher Forderungen
an eine Privatperson ist nur unter bestimmten Voraussetzungen möglich;
Zulässigkeit der Abtretung öffentlich-rechtlicher
Forderungen an eine Privatperson; Abtretung des Anspruchs einer
Gemeinde auf Ersatz der Kosten für die Beseitigung einer Ölspur",,,Schadensersatz; SchuldrechtAT,Deubner
1550273,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IX-ZR-128/07,2008-07-10,BGHReport-2008-1157; MDR-2008-1148; NJW-2008-2771; NZM-2008-0644; WuM-2008-0625,OLG Celle -; LG Hannover -,20-O-149/06,BGB:541,Entziehung des vertragsmäßigen Gebrauchs einer Mietsache durch den wahren Berechtigten,"Dem Mieter, der Räume von einem nicht verfügungsberechtigten Vermieter gemietet hat, wird der vertragsmäßige Gebrauch bereits dadurch entzogen, dass der wahre Berechtigte nicht bereit ist, den Mieter die Mietsache zu den mit dem Vermieter vereinbarten Konditionen nutzen zu lassen.",,Miete Pacht,Deubner
1540060,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-91/05,2006-02-22,BGHReport-2006-0831; NJW-RR-2006-0854; WM-2006-1448,OLG Naumburg -; LG Halle -,10-O-134/00,KWKG:6; KWKG:7/2; KWKG:12/2; KWKG:12/1,Geltendmachung von Belastungsausgleich nach dem KWKG; Rechtsfolgen der Versäumung der Ausschlussfrist,"a) § 12 Abs. 2 KWKG 2002 enthält eine Ausschlussfrist, deren Ablauf nicht zu einer bloßen Einredebefugnis gegenüber einem fortbestehenden Recht führt, sondern den Untergang des Rechts zur Folge hat. Daher ist ein Anspruch auf Belastungsausgleich nach § 5 Abs. 1 Satz 1 Alt. 1 KWKG 2000, der bis zum Außerkrafttreten des Kraft-Wärme-Kopplungsgesetzes 2000 am 1. April 2002 entstanden, aber bis zum 31. Dezember 2003 nicht erhoben worden ist, ausgeschlossen.; b) § 7 Abs. 2 KWKG 2000 ist gemäß § 13 Abs. 1 KWKG 2002 am 1. April 2002 außer Kraft getreten. Der durch § 7 Abs. 2 Satz 2 KWKG 2000 angeordneten Fortgeltung der Übergangsregelung des § 6 KWKG 2000 bedarf es nicht mehr, weil diese durch § 12 Abs. 2 KWKG 2002 ersetzt worden ist.",,Schuldverhältnisse,Deubner
0962213,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VII-ZR-291/04,2006-04-27,BGHReport-2006-1158; BauR-2006-1334; DNotZ-2006-0763; MDR-2006-1213; NJW-RR-2006-1249,OLG Rostock -; LG Neubrandenburg -,2-U-30/04; 2-O-10/04,MietRVerbG:10/3,"Umfang des Koppelungsverbots; Zahlung von Architektenhonorar
durch einen Dritten","Das Koppelungsverbot greift grundsätzlich nicht ein,
wenn ein Käufer ein Grundstück von einem Architekten
erwirbt und sich ein Dritter aus Eigeninteresse an dem Verkaufsgeschäft
verpflichtet, Honorar an den Architekten zu zahlen.",,Miete Pacht,Deubner
1541418,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IV-ZR-105/05,2006-07-05,BGHReport-2006-1355; MDR-2007-0089; NJW-RR-2006-1618; VersR-2006-1356,OLG Bremen -; LG Bremen -,3-U-70/04; 6-O-2500/03,VVG:12/3; VHB98:19,Recht des Versicherers zur Ablehnung der Leistung vor Durchführung eines Sachverständigenverfahrens,"1. § 19 (1) Satz 3 VHB 98 räumt dem Versicherungsnehmer das unbefristete Recht ein, vom Versicherer einseitig die Durchführung eines Sachverständigenverfahrens auch zu den tatsächlichen Voraussetzungen des Anspruchsgrundes zu verlangen.; 2. Solange der Versicherungsnehmer dieses Recht noch nicht verloren hat, ist es dem Versicherer verwehrt, die Leistungsablehnung mit einer Belehrung zu verbinden, die die Frist des § 12 Abs. 3 VVG in Lauf setzt.",,Versicherungsrecht,Deubner
1594231,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,RiZ-R-2/14,2014-12-03,MDR-2015-0305; NJW-2015-1250,"LG Düsseldorf vom 24.05.2012,; OLG",DG-2/10; Hamm-vom-05/12; 1-DGH-2/12,DRiG:26/2; DRiG:26/3,Befugnis des Dienstherrn zu Weisungen im Bereich richterlicher Tätigkeit,"Zu Weisungen im Bereich richterlicher Tätigkeit ist der Dienstherr nicht befugt (vgl. BGH, Urteil vom 9. März 1967 - RiZ(R) 2/66,",,Zivilverfahrensrecht,Deubner
1538865,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,II-ZR-367/03,2005-11-21,BB-2006-0176; BGHReport-2006-0376; DB-2006-0209; DStR-2006-0196; NJW-2006-0844; NJW-RR-2006-0322; NZG-2006-0135; WM-2006-0136; ZIP-2006-0127,SchlHOLG -; LG Flensburg -,14-U-168/97; 3-O-80/97,BGB:723/1; BGB:242,Außerordentliche Kündigung einer zweigliedrigen Gesellschaft bürgerlichen Rechts,"a) Eine zweigliedrige Gesellschaft bürgerlichen Rechts kann aus wichtigem Grund gekündigt werden, wenn dem kündigenden Gesellschafter nach der Gesamtwürdigung sämtlicher Umstände eine Fortsetzung des Gesellschaftsverhältnisses nicht zumutbar ist.; b) Die Frage der Zumutbarkeit kann nicht ohne Berücksichtigung der beiderseitigen Verhaltensweisen der Gesellschafter beantwortet werden. Dies gilt bei wechselseitigen Kündigungen auch dann, wenn das vorangegangene Fehlverhalten des kündigenden Gesellschafters nicht so schwerwiegend ist, dass es die fristlose Kündigung seines Mitgesellschafters rechtfertigt.; c) Die unwirksame fristlose Kündigung eines Gesellschafters kann nicht als wichtiger Grund für die Kündigung des anderen Gesellschafters bewertet werden, ohne dessen vorangegangenes Fehlverhalten in die Gesamtabwägung einzubeziehen.; d) Veranlasst ein Gesellschafter die Bauaufsichtsbehörde, gegen seinen Mitgesellschafter einzuschreiten, der auf dem Gesellschaftsgrundstück das genehmigte Bauvorhaben ausführt, obgleich die Baugenehmigung wenige Wochen zuvor infolge Zeitablaufs erloschen war, ist sein Vorgehen nicht schon deshalb gerechtfertigt, weil das von ihm initiierte Verwaltungshandeln rechtmäßig ist.",,Handelsrecht Gesellschaftsrecht,Deubner
1527945,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VI-ZR-179/00,2001-02-20,BB-2001-0907; MDR-2001-0688; NZV-2001-0258,SchlHOLG; LG Kiel,,BGB:852/2,Begriff des Verhandelns bei Herantreten des Schädigers an den Geschädigten,"Zum Begriff des Verhandelns im Sinne des § 852 Abs. 2  BGB, wenn der Schädiger selbst mit einem Schreiben seines Rechtsanwalts an den Anwalt des Geschädigten mit der Frage herantritt, ob bzw. welche Ansprüche geltend gemacht werden.",,Schadensersatz,Deubner
1524294,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,X-ZR-229/00,2003-03-18,,OLG Düsseldorf,,ZPO:519/3,Anforderungen an die Berufungsbegründung,,,Zivilverfahrensrecht,Deubner
1586635,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IV-ZR-140/13,2013-12-18,MDR-2014-0134,"LG Köln vom 10.10.2012,; OLG Köln vom 08.03.2013,",,VVG:205/6/1; VVG:207/2; VVG:193/3/1,"Kündigung eines Krankheitskostenversicherungsvertrages
durch den Versicherungsnehmer für einen nicht vom Versicherungsnehmer gesetzlich
vertretenen volljährigen Mitversicherten","Die
Wirksamkeit der Kündigung eines Krankheitskostenversicherungsvertrages
durch den Versicherungsnehmer für einen nicht vom Versicherungsnehmer
gesetzlich vertretenen volljährigen Mitversicherten gemäß § 205
Abs. 6 Satz 1 VVG setzt nicht den Nachweis eines ununterbrochenen
Krankenversicherungsschutzes für den Mitversicherten voraus.",,Versicherungsrecht,Deubner
1589506,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VI-ZR-138/13,2014-04-29,,"LG Hamburg vom 29.06.2012,; OLG Hamburg vom 18.12.2012,",324-O-72/12,BGB:823/1; BGB:1004/1/2,Anspruch auf Unterlassung der Berichterstattung über ein Kindschaftsverhältnis zu einem bekannten Fernsehmoderator,,,Schadensersatz; Sachenrecht,Deubner
1533918,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,X-ZR-98/03,2004-10-19,,OLG Köln - 27.6.2003,,ZPO:547/1,Mitwirkung eines ausgeschiedenen Richters an einer nach der mündlichen Verhandlung verkündeten Entscheidung,,,Zivilverfahrensrecht,Deubner
1669462,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,XII-ZR-79/17,2018-06-27,MDR-2018-1050; NZM-2018-0717; NJW-RR-2018-1103,AG; LG,Fulda-vom-29/03; 31-C-54/16; Fulda-vom-07/07; 1-S-34/17,BGB:241/2; BGB:280/1; BGB:281/1; BGB:546/1,Ersatz von durch eine Verletzung von Obhutspflichten des Mieters entstandenen Schäden an der Sachsubstanz der Mietsache nach Beendigung des Mietverhältnisses; Entbehrlichkeit einer Fristsetzung zur Nacherfüllung,"Schäden an der Sachsubstanz der Mietsache, die durch eine Verletzung von Obhutspflichten des Mieters entstanden sind, hat dieser - auch nach Beendigung des Mietverhältnisses - nach §§ 280 Abs. 1, 241 Abs. 2 BGB als Schadensersatz neben der Leistung nach Wahl des Vermieters durch Wiederherstellung (§ 249 Abs. 1 BGB) oder durch Geldzahlung (§ 249 Abs. 2 BGB) zu ersetzen, ohne dass es einer vorherigen Fristsetzung des Vermieters bedarf (im Anschluss an BGH Urteil vom 28. Februar 2018 -",,SchuldrechtAT; Schadensersatz; Miete Pacht,Deubner
1597076,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-99/14,2015-06-10,NJW-2015-2324; NZM-2015-0532; MDR-2015-0996,"AG Koblenz vom 06.11.2013,; LG Koblenz vom 26.02.2014,",161-C-1145/13; 6-S-282/13,BGB:280/1; BGB:573/1,Schadensersatzpflicht eines Vermieters aufgrund der Vortäuschung einer Eigenbedarfskündigung,"a) Der Vermieter ist im Falle der Vortäuschung von (Eigen-)Bedarf - wie auch sonst bei einer schuldhaften (materiell) unberechtigten Kündigung eines Dauerschuldverhältnisses - dem Mieter gemäß § 280 Abs. 1 BGB zum Schadensersatz verpflichtet (Bestätigung und Fortführung von BGH, Urteile vom 8. April 2009 -; b) Ob ein Räumungsvergleich den Zurechnungszusammenhang zwischen der Vortäuschung einer (Eigen-)Bedarfssituation und dem später vom Mieter geltend gemachten Schaden unterbricht, ist im Wege der Auslegung des Vergleichs und unter Würdigung der Umstände des Einzelfalls danach zu beurteilen, ob die Parteien durch gegenseitiges Nachgeben auch den Streit darüber beilegen wollten, ob die (Eigen-)Bedarfslage des Vermieters bestand oder nur vorgetäuscht war. Nur dann, wenn mit dem Vergleich auch etwaige Ansprüche des Mieters wegen eines nur vorgetäuschten Bedarfs abgegolten werden sollten, fehlt es an dem erforderlichen Zurechnungszusammenhang (Fortführung von BGH, Beschluss vom 7. September 2011 -; c) An das Vorliegen des Willens des Mieters, auf etwaige Ansprüche gegen den Vermieter wegen eines nur vorgetäuschten (Eigen-)Bedarfs zu verzichten, sind strenge Anforderungen zu stellen; der Verzichtswille muss - auch unter Berücksichtigung sämtlicher Begleitumstände - unmissverständlich sein (Anschluss an und Fortführung von BGH, Urteile vom 21. November 2006 -; d) Für einen stillschweigenden Verzicht des Mieters auf die vorgenannten Ansprüche bedarf es regelmäßig bedeutsamer Umstände, die auf einen solchen Verzichtswillen schließen lassen (Fortführung von BGH, Urteile vom 11. Oktober 2000 -",,Schadensersatz; SchuldrechtAT; Miete Pacht,Deubner
1540048,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VI-ZR-66/05,2006-01-31,BGHReport-2006-0760; NJW-RR-2006-0811; VersR-2006-0791,OLG Frankfurt/M. -; LG Frankfurt/M. -,2/4-O-125/97,BGB:276; BGB:278,Abgrenzung von privater ambulanter Chefarztbehandlung eines Kassenpatienten und stationärer Krankenhausbehandlung mit privatem Zusatzvertrag; Haftung des Krankenhausträgers,Zur Frage der Abgrenzung zwischen privater ambulanter Chefarztbehandlung eines Kassenpatienten und einer stationären Krankenhausbehandlung mit privatem Arztzusatzvertrag und ihrer Bedeutung für eine vertragliche Haftung des Krankenhausträgers.,,SchuldrechtAT,Deubner
1672056,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,V-ZR-308/17,2018-07-13,MDR-2019-0025; NJW-RR-2019-0078; NZM-2019-0105,"LG Arnsberg vom 02.11.2016,; OLG",I-4-O-116/16; Hamm-vom-19/10; I-5-U-147/16,BGB:242; BGB:743/2; BGB:917; BGB:918,Annahme einer aus dem nachbarlichen Gemeinschaftsverhältnis folgenden selbstständigen Verpflichtung (hier: Versorgung des Nachbargrundstücks mit Wasser) mit Rücksicht auf die nachbarrechtlichen Sonderregelungen als eine eng begrenzte Ausnahme; Begründen einer zwischen den Grundstückseigentümern bestehenden Rechtsgemeinschaft durch das Vorhandensein von Grundstücksgrenzen überschreitenden Leitungen,"Eine aus dem nachbarlichen Gemeinschaftsverhältnis folgende selbstständige Verpflichtung (hier: Versorgung des Nachbargrundstücks mit Wasser) ist mit Rücksicht auf die nachbarrechtlichen Sonderregelungen eine eng begrenzte Ausnahme und kann nur dann angenommen werden, wenn ein über die gesetzliche Regelung hinausgehender billiger Ausgleich der widerstreitenden Interessen zwingend geboten erscheint (Bestätigung der st. Rspr., vgl. Senat, Urteil vom 8. Februar 2013 -; Das Vorhandensein von Leitungen, die Grundstücksgrenzen überschreiten und der Versorgung verschiedener Grundstücke dienen, begründet für sich genommen keine zwischen den Grundstückseigentümern bestehende Rechtsgemeinschaft.",,SchuldrechtAT; Handelsrecht Gesellschaftsrecht; Sachenrecht,Deubner
1572788,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,X-ZR-156/10,2011-05-10,,"LG Potsdam vom 03.12.2008,; OLG Brandenburg vom 07.07.2010,",52-O-82/04,BGB:241/2; BGB:280/1; BGB:311/2,"Übertragung der Rechte und Pflichten aus der
Kooperationsvereinbarung als ausschließlicher Rechtskauf",,,SchuldrechtAT; Schadensersatz,Deubner
0961040,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,X-ZR-101/06,2007-10-30,BGHReport-2008-0209; BauR-2008-0514; CR-2008-0145; MDR-2008-0192; NJW-2008-0576; VersR-2008-1122; WM-2008-0656,OLG Düsseldorf -; LG Duisburg -,21-O-162/04,BGB:203; BGB:639/2; ZPO:529/1/1; ZPO:563/3,Anforderungen an die Substantiierung der Mängelrüge beim Werkmangel; Voraussetzungen einer Sachentscheidung des Revisionsgerichts,"a) Bei einem Werkmangel genügt für die Geltendmachung der Rechte des Bestellers und für die Hemmung der Verjährung der Hinweis auf die bloßen Mangelerscheinungen. Die Mangelursachen braucht er überhaupt nicht mitzuteilen und darf sie auch irrtümlich falsch angeben. Dies gilt auch dann, wenn der Besteller irrtümlich annimmt, dass einer objektiven Funktionsstörung gar kein Mangel, sondern lediglich ein Bedienungsfehler zugrunde liegt.; b) Das Revisionsgericht kann nicht in der Sache selbst entscheiden, wenn das Sachverhältnis bisher nur vom erstinstanzlichen Gericht festgestellt worden ist und das Berufungsgericht noch nicht gemäß § 529 Abs. 1 Nr. 1 ZPO geprüft hat, ob konkrete Anhaltspunkte Zweifel an der Richtigkeit der erstinstanzlichen Feststellung begründen.",,BGBAT; Werkvertrag; Zivilverfahrensrecht,Deubner
1580278,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-36/12,2012-07-11,MDR-2012-0954; NJW-2012-3300; NZM-2012-0678,"AG Berlin-Wedding vom 18.03.2011,; LG Berlin vom 15.12.2011,",14-C-569/10; 67-S-309/11,BGB:551,Möglichkeit der Aufrechnung gegen eine Mietkaution mit aus außerhalb des Mietverhältnisses stammenden Forderungen,"Mangels anderweitiger ausdrücklicher Vereinbarung ist dem Treuhandcharakter der Mietkaution ein stillschweigendes Aufrechnungsverbot im Hinblick auf Forderungen zu entnehmen, die nicht aus dem Mietverhältnis stammen. Mit derartigen Forderungen kann der Vermieter gegenüber dem Anspruch des Mieters auf Kautionsrückzahlung auch dann nicht aufrechnen, wenn die Kaution am Ende des Mietverhältnisses nicht für Forderungen des Vermieters aus dem Mietverhältnis benötigt wird.",,Miete Pacht,Deubner
1657598,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,III-ZR-84/15,2016-11-03,MDR-2017-0196; FamRZ-2017-0316,"LG Berlin vom 26.08.2013,; KG vom 15.01.2015,",31-O-276/12; 20-U-233/13,ZPO:524/4,"Verlust der Wirkung einer in der Berufungsinstanz
vorgenommenen Klageerweiterung im Falle der Zurückweisung einer
Berufung durch einstimmigen Beschluss","Die
in der Berufungsinstanz vorgenommene Klageerweiterung verliert entsprechend §
524 Abs. 4 ZPO ihre Wirkung, wenn die Berufung durch einstimmigen
Beschluss nach § 522 Abs. 2 ZPO zurückgewiesen wird (Anschluss an
Senat, Urteil vom 24. Oktober 2013 -",,Zivilverfahrensrecht,Deubner
0965540,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-56/12,2012-10-10,,"AG Berlin-Mitte vom 15.02.2011,; LG Berlin vom 10.01.2012,",5-C-75/09; 63-S-136/11,BGB:554/2,Duldung des Anschlusses der Wohnung an die Zentralheizung und die zentrale Warmwasserversorgung durch den Mieter; Duldung bei vorherigem Einbau einer Gasetagenheizung durch den Mieter mit Einverständnis des Vermieters,,,Miete Pacht,Deubner
1538859,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,I-ZR-9/03,2005-12-15,BGHReport-2006-0409; MDR-2006-0700; NJW-RR-2006-0618; VersR-2006-1386,OLG Düsseldorf -; LG Duisburg -,18-U-68/02; 21-O-98/01,EGBGB:169/1; KVO:40; HGB:435; HGB:439/1/2,Verjährung von Ansprüchen nach der KVO in der Übergangszeit nach Inkrafttreten des Transportrechtsreformgesetzes,"Für einen im Zeitpunkt des Inkrafttretens des Transportrechtsreformgesetzes noch nicht verjährten transportrechtlichen Anspruch (hier: nach der KVO) gilt, sofern er nach dem neuen Recht einer längeren Verjährung unterliegt als nach dem früheren Recht, die neuere längere Verjährungsfrist.",,BGBAT; Handelsrecht Gesellschaftsrecht,Deubner
1536647,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,XII-ZR-82/02,2005-06-15,BGHReport-2005-1303; MDR-2005-1398; NZM-2005-0704,OLG München - 29.1.2002; LG Passau,,BGB:154; BGB:536,Anforderungen an die Darlegung der Einbeziehung einer Baubeschreibung in einen Mietvertrag,"Zu den Anforderungen an die Darlegungslast einer Mietvertragspartei, die sich darauf beruft, eine im Mietvertrag in Bezug genommene Baubeschreibung habe der anderen Mietvertragspartei vor Vertragsschluß vorgelegen.",,Miete Pacht; BGBAT,Deubner
