doc_id,schema,dokument_art,dokument_typ,institution,aktenzeichen,datum,fundstelle,vorinstanz,norm_vorinstanz_aktenzeichen,norm_kuerzel,titel,leitsatz,gruende,rthema,quelle
1564392,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VI-ZR-254/09,2010-07-13,VersR-2010-1666,"LG München; OLG München vom 21.07.2009,",I-vom-01/12; 3-O-9161/08; 18-U-1549/09,ZPO:139/2; ZPO:538/2/1; ProdHaftG:3,"Zurückverweisung der Sache an das Gericht des
ersten Rechtszuges wegen eines wesentlichen Verfahrensmangels im
Hinblick auf eine andere materiell-rechtliche Bewertung des Parteivorbringens
durch das Berufungsgericht als das Erstgericht",Zu den Voraussetzungen für eine Zurückverweisung der Sache an das Gericht des ersten Rechtszuges wegen eines wesentlichen Verfahrensmangels.,,Zivilverfahrensrecht; Schadensersatz,Deubner
1674893,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,V-ZR-136/18,2019-02-22,MDR-2019-0608; NJW-RR-2019-0590; NZM-2019-0350; VersR-2019-0769,"AG Ravensburg vom 18.10.2017,; LG Ravensburg vom 26.04.2018,",10-C-254/17; 1-S-178/17,BGB:902/1/1; BGB:932; BGB:1004/1/1,Verjährung des Anspruchs des Grundstückseigentümers auf Zurückschneiden herüberragender Äste,"Der Anspruch des Grundstückseigentümers auf Zurückschneiden herüberragender Äste aus § 1004 Abs. 1 BGB ist nicht nach § 26 Abs. 3 NRG BW unverjährbar. Er unterliegt vielmehr der regelmäßigen Verjährungsfrist nach §§ 195, 199 BGB.",,Sachenrecht,Deubner
1573822,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-20/11,2011-08-17,,"AG Berlin-Pankow-Weißensee vom 22.06.2009,; LG Berlin vom 21.12.2010,",4-C-275/08; 65-S-318/09,BGB:554/1; BGB:242; ZPO:322,"Identität des Streitgegenstandes bei erneuter
Geltendmachung eines Anspruchs auf Duldung eines Herdaustauschs
in Form einer ""Widerwiderklage""",,,Miete Pacht; SchuldrechtAT; Zivilverfahrensrecht,Deubner
1546127,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,II-ZR-62/06,2007-07-09,AG-2007-0741; BGHReport-2007-1129; BGHZ-0173-0145; DB-2007-2025; DNotZ-2008-0207; DStR-2007-1830; MDR-2007-1433; NJW-2007-3425; NZG-2007-0754; WM-2007-1739; ZIP-2007-1751; ZIP-2008-1826,OLG Frankfurt/M. -; LG Frankfurt/M. -,2/26-O-293/03,AktG:27; AktG:52; AktG:62; AktG:183; BGB:812; BGB:818; ZPO:592,"""Lurgi""; Begriff der verdeckten gemischten Sacheinlage; Rückabwicklung einer verdeckten Sacheinlage; Geltendmachung von Ansprüchen im Urkundenprozess","a) Eine verdeckte gemischte Sacheinlage (vgl. Sen.Urt. v. 20. November 2006 -; b) Das gemäß § 183 Abs. 2 Satz 1 AktG unwirksame Austauschgeschäft ist, soweit nicht dingliche Ansprüche des Inferenten (§§ 985, 894 BGB) eingreifen (vgl.; c) Ein aktienrechtlicher Rückforderungsanspruch der Gesellschaft gemäß § 62 AktG besteht weder in den Fällen der §§ 27 Abs. 3 Satz 1, 183 Abs. 2 Satz 1 AktG noch im Fall der Unwirksamkeit eines Nachgründungsgeschäfts gemäß § 52 Abs. 1 AktG. Unberührt bleibt der Anspruch der Gesellschaft auf (erneute) Zahlung des Ausgabebetrages der Aktien gemäß §§ 27 Abs. 3 Satz 3, 183 Abs. 2 Satz 3 AktG.; d) Auch im Urkundenprozess (§§ 592 ff. ZPO) können die Gesellschaft oder ihr Insolvenzverwalter nicht ohne weiteres das aufgrund des unwirksamen Austauschgeschäfts Geleistete zurückfordern, sondern nur einen Anspruch auf den nach Saldierung verbleibenden Überschuss geltend machen und müssen daher einen entsprechenden Saldo - unter Beachtung ihrer prozessualen Wahrheitspflicht (§ 138 ZPO) - darlegen.",,Handelsrecht Gesellschaftsrecht; Schadensersatz; Zivilverfahrensrecht,Deubner
1540556,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,XII-ZR-124/02,2006-05-10,BGHReport-2006-1006; BGHZ-0167-0312; JZ-2007-0523; MDR-2006-1396; NJW-2006-2323; NZM-2006-0538; WM-2006-1361,OLG Rostock -; LG Neubrandenburg -,3-U-119/01; 10-O-26/01,BGB:281; BGB:535,Rechtstellung des nichtbesitzenden (Erst-)Mieters bei Doppelvermietung von Gewerberaum,"Bei einer Doppelvermietung von Gewerberaum kommt ein Anspruch des nichtbesitzenden (Erst-)Mieters gegen den Vermieter auf Herausgabe der durch die weitere Vermietung erzielten Miete nach § 281 BGB a.F. jedenfalls dann nicht in Betracht, wenn der (nichtbesitzende) Mieter die Mietsache nicht in der Weise hätte nutzen dürfen wie der Zweitmieter. Insoweit fehlt es an der gemäß § 281 BGB a.F. erforderlichen Identität zwischen geschuldetem Gegenstand und dem, für den Ersatz erlangt worden ist.",,SchuldrechtAT; Miete Pacht,Deubner
1544718,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,II-ZR-300/05,2007-03-19,BGHReport-2007-0656; DB-2007-1017; DNotZ-2007-0858; DStR-2007-0914; FamRZ-2007-1162; GmbH-Rdsch-2007-0644; HFR-2007-0904; MDR-2007-0846; NJW-RR-2007-0913; NZG-2007-0422; WM-2007-0935; ZEV-2007-0340; ZIP-2007-0862,OLG Düsseldorf -; LG Duisburg -,I-17-U-201/02; 2-O-142/01,BGB:138; BGB:723/3,Grenzen der Gestaltung bei Vererbung eines einzelkaufmännischen Geschäftsbetriebes,"Vererbt der Inhaber sein einzelkaufmännisches Unternehmen in der Weise an seine beiden Kinder, dass er ihnen dessen Einbringung in eine von ihnen zu gründende Kommanditgesellschaft und den Abschluss eines Gesellschaftsvertrages auferlegt, der dem einen Kind auch im Falle einer an keine Gründe geknüpften Eigenkündigung das Recht zur Übernahme des Geschäftsbetriebs einräumt, so ist das damit verbundene freie Hinauskündigungsrecht sachlich gerechtfertigt, weil es auf der Testierfreiheit des Erblassers beruht, der durch diese Gestaltung dem anderen Kind eine bereits mit dem Kündigungsrecht belastete Beteiligung vermacht hat.",,BGBAT; Handelsrecht Gesellschaftsrecht,Deubner
1530099,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IV-ZR-268/03,2004-03-17,BGHReport-2004-0866; MDR-2004-1057; NJW-RR-2004-0829; NZV-2004-0353; GI-2005-0015,OLG Oldenburg; LG Osnabrück,,VVG:154; VVG:157; KO:4 KO:49; AHB:5/5 AHB:6,Anerkennung des Haftpflichtanspruchs durch den Versicherungsnehmer,"Die Frage, ob eine Feststellung des Haftpflichtanspruchs im Sinne von § 154 Abs. 1 Satz 1 VVG durch Anerkenntnis des Versicherungsnehmers (oder des Insolvenzverwalters über das Vermögen des Versicherungsnehmers) vorliegt, ist unabhängig davon zu beurteilen, ob das Anerkenntnis im Deckungsverhältnis eine zur Leistungsfreiheit führende Obliegenheitsverletzung darstellt (§ 5 Nr. 5 i.V. mit § 6 AHB, § 154 Abs. 2 VVG)",,Versicherungsrecht,Deubner
1551473,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-313/07,2008-10-29,BGHReport-2009-0295,OLG Frankfurt/M. -; LG Kassel -,9-O-1252/06,EEG:5/1; EEG:11/1; EEG:11/2; EEG:11/3; EEG:11/4,Begriff der Anbringung einer Fotovoltaikanlage auf oder an einem Gebäude,"Fotovoltaikanlagen sind nur dann im Sinne des § 11 Abs. 2 Satz 1 EEG 2004 ausschließlich auf oder an einem Gebäude angebracht, wenn das Gebäude als Trägergerüst die Hauptsache bildet, von der die darauf oder daran befestigte Anlage in ihrem Bestand abhängig ist. Hieran fehlt es, wenn das Tragwerk ohne Zwischenschaltung eines durch eine eigene statische Trägerkonstruktion gekennzeichneten Gebäudes darauf ausgerichtet ist, die Fotovoltaikmodule zu tragen.",,Sonstiges Recht,Deubner
0963375,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,III-ZR-339/12,2013-07-04,,"LG Berlin vom 25.05.2012,; KG Berlin vom 21.09.2012,",86-O-301/11; 9-U-138/12,BGB:839/1/1; StVollzG:108/1,"Entschädigungsanspruch eines Gefangenen wegen Unterbringung in einem Einzelhaftraum mit einer räumlich nicht abgetrennten Toilette und einer Fläche von etwa 5,3 qm bei Nichtstellen von Rechtsmittel gegen diesen Strafvollzug",,,Schadensersatz,Deubner
1578787,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,II-ZR-76/11,2012-03-06,BB-2012-1037; DB-2012-0973; GmbH-Rdsch-2012-0638; MDR-2012-0593; NJW-2012-1656; WM-2012-0800; ZIP-2012-0824,"LG Mannheim vom 25.03.2010,; OLG Karlsruhe vom 23.03.2011,",23-O-104/09,BGB:628/2; GmbHG:46/8,Schadensersatzanspruch eines GmbH-Geschäftsführers bei eigener außerordentlicher Kündigung wegen Einschränkung seines Aufgabenbereichs ohne Verletzung des Anstellungsvertrags,"Ein Schadensersatzanspruch nach § 628 Abs. 2 BGB scheidet jedenfalls dann aus, wenn der Aufgabenbereich eines GmbH-Geschäftsführers ohne Verletzung seines Anstellungsvertrages eingeschränkt wird und er daraufhin die außerordentliche Kündigung des Anstellungsvertrages erklärt.",,Schadensersatz; Schuldverhältnisse; Handelsrecht Gesellschaftsrecht,Deubner
1568594,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VI-ZR-284/08,2009-12-08,,"OLG Karlsruhe vom 14.10.2008,; LG Mannheim vom 16.11.2007,",10-U-20/08; 8-O-100/06,ZPO:57/1,"Geltung des Grundsatzes des Freibeweises bei Vorliegen
von für eine Prozessunfähigkeit einer Partei sprechenden
Anhaltspunkten; Analoge Anwendung des § 57 Abs. 1 ZPO bei
Erkennen der Prozessunfähigkeit erst nach Erhebung der
Klage",,,Zivilverfahrensrecht,Deubner
1541106,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,XII-ZR-47/04,2006-06-07,BGHReport-2006-1220; MDR-2006-1392; NJW-2006-3559; NJW-RR-2006-1238; NZM-2006-0659; WM-2006-1927,OLG Stuttgart -; LG Stuttgart -,13-O-158/02,BGB:538; ZPO:287,Darlegungs- und Beweislast bei Schäden an Sachen des Mieters aufgrund eines Mangels der Mietsache,"Treten infolge eines Mangels der Mietsache Schäden an Sachen des Mieters ein, muss dieser die Schäden nach Grund und Höhe auch dann beweisen, wenn der Vermieter behauptet, diese seien bereits aufgrund eines früheren Schadensereignisses eingetreten. Eine Umkehr der Beweislast zu Lasten des Vermieters findet nicht statt.",,Miete Pacht; Schadensersatz; Zivilverfahrensrecht,Deubner
1589018,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,I-ZR-230/12,2014-02-19,GRUR-2014-0578; MDR-2014-0738; WM-2014-1404; NJW-2014-3033,"LG Dortmund vom 18.05.2011,; OLG",20-O-16/08; Hamm-vom-25/10; I-4-U-131/11,ZPO:286,Verpflichtung zum Beweis von greifbaren Anhaltspunkte für eine behauptete Irreführung; Umweltengel für Tragetasche,"a) Der primär darlegungsbelastete Kläger muss greifbare Anhaltspunkte für eine behauptete Irreführung nicht nur behaupten, sondern gegebenenfalls sowohl die Tatsachen, denen Indizwirkung zukommen soll, als auch die Indizwirkung selbst beweisen.; b) Ist im Rahmen der Beweisaufnahme ein Betriebsversuch beim Beklagten erforderlich und widerspricht der Beklagte zum Schutz von Betriebsgeheimnissen der Anwesenheit des Klägers, so kann sich dieser beim Betriebsversuch durch einen öffentlich bestellten und vereidigten Sachverständigen vertreten lassen, der vom Gericht ausdrücklich zur Verschwiegenheit auch gegenüber der eigenen Partei verpflichtet worden ist.",,Zivilverfahrensrecht,Deubner
1535687,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IV-ZR-135/04,2005-05-04,BGHReport-2005-1103; MDR-2005-0986; NJW-2005-2228; NZV-2005-0410; VersR-2005-0936,LG Berlin - 6.5.2004; AG Hohenschönhausen,,ARB-2000:1,Umfang der Erstattungspflicht des Rechtsschutzversicherers bei gleichzeitiger Geltendmachung nicht versicherter Ansprüche,"Wird ein Rechtsstreit teils über versicherte, teils über unversicherte Ansprüche geführt, hat der Rechtsschutzversicherer die Quote der Prozeßkosten zu erstatten, die dem Anteil am Gesamtstreitwert entspricht, für den er eintrittspflichtig ist.",,Versicherungsrecht,Deubner
1679347,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VII-ZR-1/19,2019-10-10,MDR-2019-1496; NJW-2020-0605; VersR-2020-0375; WM-2020-1120; BGHZ-0223-0260,"LG Berlin vom 12.12.2017,",11-O-377/16; KG-vom-28/11; 25-U-13/18,BGB:195; BGB:199; BGB:280; BGB:281; BGB:314/1; BGB:634/4; BGB:634a,"Verjährung von Kündigungsfolgeansprüchen
bei einem Werkvertrag","Kündigt der Besteller einen als Dauerschuldverhältnis
angelegten und als Werkvertrag einzustufenden Reinigungsvertrag
außerordentlich unter anderem wegen Mängeln der vom Unternehmer
erbrachten Reinigungsleistungen und verlangt er sodann Ersatz des
Schadens in Form der ihm aus der Beauftragung von Drittunternehmen
entstandenen Mehrkosten aufgrund der drittseitigen Erbringung der
ursprünglich vom Erstunternehmer übernommenen Reinigungsleistungen
während der restlichen Vertragslaufzeit, so ist die Verjährungsregelung
gemäß § 634a BGB bezüglich dieses Schadensersatzanspruchs, auch
soweit die Kündigung auf Mängel der erbrachten Reinigungsleistungen
gestützt wird, nicht anwendbar; insoweit gilt vielmehr die Verjährungsregelung
gemäß §§ 195, 199 BGB.",,BGBAT; Schadensersatz; SchuldrechtAT; Werkvertrag,Deubner
1552608,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-47/07,2008-11-19,BGHReport-2009-0423; MDR-2009-0343; NJW-RR-2009-0494,"OLG Dresden,; LG Dresden,",9-U-41/06; 42-O-590/02,BGB:326; ZPO:287; ZPO:301/1; ZPO:540/1,Zurückweisung eines erstinstanzlichen Teilurteils bei Vollzug eines Methodenwechsels in der Schadensberechnung durch ein Berufungsgericht; Rechtmäßigkeit einer von den Berechnungsansätzen des Berufungsgerichts abweichenden Entscheidung im Schlussurteil über einen noch zu erkennenden Spitzenbetrag im Rahmen eines Teilurteils,"Ein Berufungsurteil, welches die Berufung gegen ein erstinstanzliches Teilurteil zurückweist, durch das unter Vornahme eines pauschalen Abschlages vom geltend gemachten Gesamtschaden ein Mindestschaden zuerkannt worden ist, verletzt § 301 ZPO, wenn das Berufungsgericht dabei durch konkrete Schadensberechnung einen Methodenwechsel vollzieht, der zur Folge haben kann, dass im Schlussurteil über den noch zu erkennenden Spitzenbetrag abweichend von den Berechnungsansätzen des Berufungsgerichts entschieden wird.",,SchuldrechtAT; Schadensersatz; Zivilverfahrensrecht,Deubner
1578793,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,I-ZR-150/10,2012-02-16,MDR-2012-0719,"LG Stuttgart vom 10.02.2010,; OLG Stuttgart vom 14.07.2010,",40-O-7/09,HGB:454/2/1; HGB:461/2/1; BGB:280/1,Haftung eines Fixkostenspediteurs wegen Schlechterfüllung einer von ihm vertraglich übernommenen speditionellen Nebenpflicht i.R.e. fehlerhaften Verpackung des Transportgutes,"a) Wird der Fixkostenspediteur wegen Schlechterfüllung einer von ihm vertraglich übernommenen speditionellen Nebenpflicht im Sinne von § 454 Abs. 2 Satz 1 HGB (hier: fehlerhafte Verpackung des Transportgutes) auf Schadensersatz in Anspruch genommen, beurteilt sich seine Haftung nach § 461 Abs. 2 Satz 1 HGB.; b) Die Beweislastverteilung bei § 461 Abs. 2 Satz 1 HGB richtet sich nach den auch für § 280 Abs. 1 BGB geltenden Regeln. Der Gläubiger ist daher regelmäßig beweispflichtig für den Kausalzusammenhang zwischen der Pflichtverletzung und dem eingetretenen Schaden.",,Handelsrecht Gesellschaftsrecht; Schadensersatz; SchuldrechtAT,Deubner
1526189,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,III-ZR-342/02,2003-10-09,BGHReport-2004-0104; BGHZ-0156-0294; BGHZ-0156-0295; DB-2004-0433; DVBl-2004-0192; DÖV-2004-0210; MDR-2004-0151; NJW-2004-1241; VersR-2004-0239,OLG Karlsruhe; LG Mosbach,,BGB:839; EG-Vertrag:288,Ausscheiden des Staatshaftungsanspruchs wegen anderweitiger Ersatzmöglichkeiten; Erfolgsaussichten des anderweitigen Rechtsbehelfs,"a) Unter den Voraussetzungen des § 839 Abs. 3 BGB tritt auch eine Ersatzpflicht nach dem gemeinschaftsrechtlichen Staatshaftungsanspruch nicht ein.; b) Läßt sich nicht feststellen, daß ein Antrag des Geschädigten nach § 80 Abs. 5 VwGO Erfolg gehabt hätte, die aufschiebende Wirkung eines Gebührenbescheids anzuordnen (hier Gebührenerhebung für Fleischuntersuchungen oberhalb der in der Entscheidung des Rates vom 15. Juni 1988 - 88/40       8/EWG - vorgesehenen Pauschalbeträge), kann die Ersatzpflicht für einen durch den Sofortvollzug eingetretenen Zinsschaden nicht mit der Begründung verneint werden, der Geschädigte habe die Einlegung eines solchen Rechtsmittels unterlassen (Fortführung des Senatsurteils vom 16. Januar 1986 -",,Schadensersatz,Deubner
1675569,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-250/17,2019-04-10,MDR-2019-0792; NJW-RR-2019-0977,"LG Landau vom 15.06.2015,; OLG Zweibrücken vom 11.10.2017,",2-O-5/14,HeizkostV:1; BGB:415/1/1,Leistung eines Nachzahlungsbetrags aus der von dem Eigentümer des Nachbargrundstücks erstellten Jahresabrechnung durch Beziehen der Heizenergie des Nachbarn aufgrund vertraglicher Vereinbarung; Nachkommen einem Verlangen nach Einsichtnahme in die der Jahresabrechnung zugrundeliegenden Belege; Abweisung einer von dem Rechnungsteller gleichwohl erhobenen Klage auf Zahlung des Nachzahlungsbetrags als derzeit unbegründet,"Ein Eigentümer eines Hausgrundstücks, der von dem Eigentümer eines Nachbargrundstücks aufgrund vertraglicher Vereinbarung Heizenergie aus einer dort betriebenen, gemeinsam genutzten Heizungsanlage bezieht, ist zur Leistung eines Nachzahlungsbetrags, der sich aus der von dem Eigentümer des Nachbargrundstücks erstellten Jahresabrechnung ergibt, nicht verpflichtet, solange und soweit letzterer einem Verlangen nach Einsichtnahme in die der Jahresabrechnung zugrunde liegenden Belege nicht nachgekommen ist. Eine von dem Rechnungsteller gleichwohl erhobene Klage auf Zahlung des Nachzahlungsbetrags ist als derzeit unbegründet abzuweisen (Bestätigung und Fortentwicklung des Senatsurteils vom 7. Februar 2018 -",,Miete Pacht; SchuldrechtAT,Deubner
1556308,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IX-ZR-197/08,2009-07-09,BGHReport-2009-1063; FamRZ-2009-1481; MDR-2009-1238; NJW-RR-2009-1712; NZI-2010-0039; WM-2009-1624,"OLG Jena vom 07.10.2008,; LG Meiningen vom 15.11.2006,",5-U-307/07; 2-O-1537/05,ZPO:517; ZPO:520/2; ZPO:538/2; ZPO:547,Verstreichenlassen einer Frist von fünf Monaten für die Übergabe eines vollständig abgefassten Urteils an die Geschäftsstelle unter Beeinträchtigung der Verfahrensrechte des Beschwerten,"Ein erstinstanzliches Urteil unterliegt nicht allein deshalb der Aufhebung, weil es der beschwerten Partei nicht innerhalb von fünf Monaten, gerechnet von der Verkündung an, zugestellt worden ist.",,Zivilverfahrensrecht,Deubner
1551467,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VII-ZR-64/07,2008-10-23,,OLG Saarbrücken -; LG Saarbrücken - 7IV,5-U-66/05; O-31/01,ZPO:286,Darlegungs--und Beweislast für die Mängelfreiheit einer Werkleistung vor Abnahme nach Beseitigung der Mängel durch den Auftraggeber; Rechtsfolgen unzureichender Dokumentation der Mängelbeseitigung,"a) Der Auftragnehmer trägt vor Abnahme seiner Werkleistung die Beweislast für deren Mangelfreiheit. Die Beweislast kehrt sich nicht allein deshalb um, weil der Auftraggeber die Mängel der Werkleistung im Wege der Ersatzvornahme hat beseitigen lassen.; b) In einer fehlenden oder unzureichenden Dokumentation der durch Ersatzvornahme beseitigten angeblichen Mängel kann eine Beweisvereitelung liegen, wenn das Vorliegen von Mängeln erst im Laufe der Mängelbeseitigungsarbeiten überprüft werden kann und der Auftraggeber dem Auftragnehmer keine dahingehenden Feststellungen ermöglicht. Beruht die Beweisvereitelung auf einer Verletzung der Kooperationspflicht des Auftraggebers, kann hieraus eine Umkehr der Beweislast für das Vorliegen der Mängel zu seinen Lasten folgen.",,Zivilverfahrensrecht,Deubner
1662773,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VI-ZR-222/16,2017-07-25,NJW-2017-2755; MDR-2017-1045,"AG Leverkusen vom 12.05.2015,; LG Köln vom 12.05.2016,",21-C-403/14; 6-S-146/15,BGB:195; BGB:242; BGB:812/1/1; BGB:812/1/2; HintGNRW:4,Verjährung des Auskunftsanspruchs nach § 242 Bürgerliches Gesetzbuch (BGB) nach der allgemeinen Verjährungsfrist; Auskunftsansprüche im Zusammenhang mit einem Hinterlegungsverfahren,"HintG NRW §§ 4, 22 Abs. 3; Der Auskunftsanspruch aus § 242 BGB kann grundsätzlich nicht vor dem Hauptanspruch, dem er dient, verjähren.",,BGBAT; SchuldrechtAT; Schadensersatz,Deubner
1534764,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-175/04,2005-01-26,BGHReport-2005-0545; DB-2005-0825; MDR-2005-0568; NJW-2005-1039; NZV-2005-0188; WM-2005-0807; ZIP-2005-0442,OLG Stuttgart - 19.5.2004; LG Rottweil,,BGB:475,Wirksamkeit von Agenturgeschäften im Gebrauchtwagenhandel,"Agenturgeschäfte sind im Gebrauchtwagenhandel mit Verbrauchern nicht generell, sondern nur dann als Umgehungsgeschäfte anzusehen, wenn bei wirtschaftlicher Betrachtungsweise der Gebrauchtwagenhändler als der Verkäufer des Fahrzeugs anzusehen ist. Entscheidende Bedeutung kommt hierbei der Frage zu, ob der Händler oder der als Verkäufer in Erscheinung tretende Fahrzeugeigentümer das wirtschaftliche Risiko des Verkaufs zu tragen hat.",,Kauf Tausch Leasing,Deubner
1539240,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IV-ZR-207/04,2006-01-25,BGHReport-2006-0567; MDR-2006-0871; NJW-2006-1281; VersR-2006-0404,OLG Frankfurt/Main -; LG Wiesbaden -,8-O-50/03,VVG:12/1; ARB-75:2/1,Verjährung von Ansprüchen gegen eine Rechtsschutzversicherung; Kostenverteilung in einem außergerichtlichen Vergleich,"1. In der Rechtsschutzversicherung führt die endgültige Deckungsablehnung des Versicherers schon vor Inanspruchnahme des Versicherungsnehmers auf Erstattung der Kosten seines Rechtsanwalts die Fälligkeit des Kostenbefreiungsanspruchs und damit den Beginn der Verjährung nicht herbei.; 2. Verlangt der vom Versicherungsnehmer beauftragte Rechtsanwalt einen Vorschuss im Sinne von § 17 BRAGO (§ 9 RVG), wird der Kostenbefreiungsanspruch gegenüber dem Rechtsschutzversicherer insoweit fällig.; 3. Der Ausschlusstatbestand des § 2 Abs. 3 Buchst. a ARB 75 ist auch dann anwendbar, wenn in einem außergerichtlichen Vergleich keine ausdrückliche Regelung über die Kostenverteilung getroffen worden ist.",,Versicherungsrecht,Deubner
1675780,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VI-ZR-236/18,2019-03-26,MDR-2019-0735; VersR-2019-0897,"LG Verden vom 09.10.2017,; OLG",8-O-6/17; Celle-vom-03/05; 5-U-132/17,VVG:86/1; VVG:115/1/1/1; BGB:421,Realisierung des Schadens erst nach einer zeitlichen Verzögerung von eineinhalb Tagen hinsichtlich Zurechnung der Betriebsgefahr durch Fortwirkung und Nachwirkung der beim Betrieb geschaffenen Gefahrenlage; Unterbrechung des haftungsrechtlichen Zurechnungszusammenhangs durch einen Sorgfaltspflichtverstoß eines mit der Schadensbeseitigung beauftragten Dritten,"a) Die Realisierung des Schadens erst nach einer zeitlichen Verzögerung von eineinhalb Tagen steht der Zurechnung der Betriebsgefahr im Sinne des § 7 Abs. 1 StVG nicht entgegen, wenn die beim Betrieb geschaffene Gefahrenlage solange fort- und nachwirkte.; b) Der haftungsrechtliche Zurechnungszusammenhang wird durch einen Sorgfaltspflichtverstoß eines mit der Schadensbeseitigung beauftragten Dritten in der Regel nicht unterbrochen.",,Versicherungsrecht; SchuldrechtAT,Deubner
1526360,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VII-ZR-448/01,2003-10-23,BGHReport-2004-0087; BauR-2004-0111; MDR-2004-0207; NJW-RR-2004-0165; VersR-2004-1562,OLG Köln; LG Köln,,BGB:635,Verhältnis der Haftung des Architekten und des Bauunternehmers,Der Schadensersatzanspruch gegen den Architekten wegen eines im Bauwerk verkörperten Mangels der Planung oder der Bauaufsicht ist nach Grund und Höhe unabhängig von einer Haftung des Bauunternehmers.,,Schadensersatz; Werkvertrag,Deubner
1539526,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IV-ZR-205/04,2006-02-08,BGHReport-2006-0703; FamRZ-2006-0618; MDR-2006-0988; NJW-2006-1434; VersR-2006-0686,OLG Celle -; LG Hannover -,5-U-63/04; 19-O-232/03,VVG:75; VVG:178a/1; VVG:178a/2; VVG:178a/3; BGB:328/1,Rechtsstellung des mitversicherten Ehepartners in der privaten Krankenversicherung,"1. In der privaten Krankheitskostenversicherung ist die Anwendung der §§ 74 bis 80 VVG durch § 178a Abs. 2 VVG ausgeschlossen.; 2. Wird der Ehepartner des Versicherungsnehmers mitversichert (§ 178a Abs. 1 VVG) und enthalten die Versicherungsbedingungen keine besonderen Bestimmungen über seine Rechte aus dem Versicherungsvertrag, so ist er regelmäßig nicht lediglich als Gefahrsperson einer allein im Eigeninteresse des Versicherungsnehmers abgeschlossenen Versicherung anzusehen, sondern es liegt ein Krankheitskostenversicherungsvertrag für fremde Rechnung und damit ein echter Vertrag zugunsten Dritter im Sinne von § 328 Abs. 1 BGB vor. Darauf, ob der mitversicherte Ehepartner einer bezahlten Erwerbstätigkeit nachgeht oder durch Tätigkeit im Haushalt zum Familienunterhalt beiträgt, kommt es insoweit nicht an.; 3. Der mitversicherte Ehepartner kann nach § 328 Abs. 1 BGB eine ihn betreffende Versicherungsleistung im eigenen Namen geltend machen. Das schließt die Berechtigung ein, den Fortbestand des Versicherungsverhältnisses als grundlegende Anspruchsvoraussetzung gerichtlich feststellen zu lassen.",,Versicherungsrecht; SchuldrechtAT,Deubner
1534016,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,I-ZR-120/02,2004-11-11,,OLG Frankfurt/M. - 14.3.2002,,HGB:425/2; BGB:254/1,Mitverschulden des Versenders bei unterlassener Wertangabe,,,Handelsrecht Gesellschaftsrecht; Schadensersatz; SchuldrechtAT,Deubner
0962282,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,XI-ZR-230/08,2009-09-22,BGHZ-0182-0284; MDR-2009-1350; NJW-2010-0222; VersR-2010-0959; ZIP-2009-2061,"OLG Frankfurt/Main vom 18.6.2008,; LG Marburg vom 6.6.2007,",15-U-146/07; 2-O-317/06,BGB:204/1/4,"Hemmung der Verjährung durch Bekanntgabe ""demnächst""","a) Bei der Beurteilung der Frage, ob eine Bekanntgabe ""demnächst"" im
Sinne des § 204 Abs. 1 Nr. 4 BGB veranlasst worden ist,
kann auf die zu § 167 ZPO entwickelten Grundsätze
zurückgegriffen werden.; b) Verzögerungen bei der Bekanntgabe des Güteantrags,
die auf einer Arbeitsüberlastung der Gütestelle
beruhen, sind dem Antragsteller grundsätzlich nicht zuzurechnen.",,BGBAT,Deubner
